  Ls Hgt   Lat     UA0   UA1  Up1   UA2  Up2    VA0   VA1  Vp1   VA2  Vp2
  30 110 -42.50   32.9  18.8 18.4  30.0 14.8   -2.7  33.8 23.8  33.2 17.1
  30 115 -42.50   38.9  22.3 18.6  27.2 14.2   -4.6  44.3 24.2  29.1 16.1
  30 120 -42.50   43.0  24.8 19.0  23.6 13.5   -6.7  57.7 24.4  25.2 14.9
  30 125 -42.50   45.6  27.4 19.5  20.8 13.0   -8.4  71.7 24.5  23.7 13.9
  30 130 -42.50   47.0  30.8 19.9  18.6 12.6   -9.2  83.8 24.4  23.7 13.0
  30 135 -42.50   47.7  34.3 20.2  17.1 12.2   -9.4  93.1 24.3  24.1 12.4
  30 140 -42.50   48.1  37.5 20.3  16.0 11.8   -9.1  99.8 24.2  24.4 11.9
  30 145 -42.50   48.3  40.0 20.4  15.3 11.5   -8.7 104.6 24.1  24.8 11.6
  30 150 -42.50   48.4  42.0 20.5  14.9 11.2   -8.1 107.9 24.1  25.0 11.3
  30 155 -42.50   48.4  43.4 20.5  14.7 23.0   -7.6 110.1 24.0  25.2 11.1
  30 160 -42.50   48.4  44.5 20.5  14.5 22.8   -7.1 111.7 24.0  25.3 22.9
  30 165 -42.50   48.4  45.3 20.5  14.5 22.7   -6.7 112.8 24.0  25.3 22.8
  30 170 -42.50   48.4  45.9 20.5  14.4 22.6   -6.4 113.5 23.9  25.4 22.7
  30  80 -37.50    1.9   1.5 18.5   9.4 12.7   -1.1   2.2 23.9   8.6 16.5
  30  85 -37.50    5.1   3.6 18.5   4.5 12.7   -1.3   5.8 23.9   4.8 16.5
  30  90 -37.50    9.0   5.7 18.1   5.1 16.5    -.9   9.7 23.6   9.4 19.1
  30  95 -37.50   13.1   7.5 17.8  11.6 16.4    -.5  13.9 23.4  16.5 18.7
  30 100 -37.50   17.8   9.1 17.8  17.9 15.9    -.3  18.3 23.4  22.7 18.1
  30 105 -37.50   23.1  10.8 18.1  21.7 15.3    -.6  23.0 23.6  26.1 17.3
  30 110 -37.50   28.8  12.8 18.6  21.8 14.7   -1.6  29.6 24.0  25.6 16.2
  30 115 -37.50   33.7  14.3 19.2  18.9 14.0   -3.4  39.1 24.4  23.3 15.0
  30 120 -37.50   36.7  15.6 20.0  15.3 13.4   -5.3  51.5 24.5  22.6 13.6
  30 125 -37.50   38.6  18.0 20.8  11.9 12.9   -7.0  64.3 24.4  24.4 12.5
  30 130 -37.50   39.6  21.8 21.3   9.0 12.3   -8.2  75.2 24.3  27.1 11.6
  30 135 -37.50   40.1  25.8 21.5   7.2 11.3   -8.7  83.6 24.1  29.8 11.0
  30 140 -37.50   40.4  29.3 21.5   6.9 22.0   -8.9  89.5 24.0  31.8 22.6
  30 145 -37.50   40.5  32.0 21.5   7.4 21.5   -8.9  93.5 23.9  33.3 22.3
  30 150 -37.50   40.6  34.1 21.5   8.0 21.2   -8.8  96.2 23.8  34.4 22.0
  30 155 -37.50   40.6  35.6 21.5   8.5 21.0   -8.6  98.0 23.8  35.1 21.9
  30 160 -37.50   40.6  36.7 21.5   9.0 20.8   -8.4  99.2 23.7  35.6 21.7
  30 165 -37.50   40.6  37.5 21.5   9.4 20.7   -8.2  99.9 23.7  35.9 21.6
  30 170 -37.50   40.6  38.1 21.4   9.6 20.6   -8.1 100.5 23.7  36.1 21.6
  30  80 -32.50    1.4   1.2 19.4   9.3 14.1   -1.4   1.8 24.3   9.9 18.0
  30  85 -32.50    3.9   3.0 19.4   7.4 14.1   -1.3   5.3 24.3  11.9 18.0
  30  90 -32.50    7.3   4.8 18.8   7.3 15.2    -.9   9.3 23.9  15.0 18.1
  30  95 -32.50   10.9   6.1 18.2  10.3 15.4    -.4  13.3 23.6  18.7 17.7
  30 100 -32.50   14.8   6.8 18.0  13.5 15.2     .0  17.3 23.5  21.9 17.0
  30 105 -32.50   19.2   6.9 18.3  15.2 14.8     .0  21.1 23.7  23.6 16.1
  30 110 -32.50   23.6   7.0 19.5  14.5 14.3    -.9  26.2 24.1  24.0 15.0
  30 115 -32.50   27.2   7.6 21.3  11.5 13.8   -2.5  33.8 24.5  24.1 13.7
  30 120 -32.50   29.3   9.9 22.6   7.7 13.4   -4.5  43.9 24.5  26.2 12.4
  30 125 -32.50   30.5  14.0 23.2   3.9 14.8   -6.6  54.5 24.3  29.8 11.3
  30 130 -32.50   31.1  18.7 23.2   4.2 21.4   -8.3  63.4 24.1  33.7 22.6
  30 135 -32.50   31.4  23.0 23.1   4.9 20.5   -9.6  70.1 24.0  37.0 22.1
  30 140 -32.50   31.5  26.6 23.0   6.8 19.4  -10.4  74.7 23.8  39.4 21.7
  30 145 -32.50   31.5  29.3 22.8   8.7 19.1  -11.0  77.7 23.7  41.1 21.4
  30 150 -32.50   31.5  31.2 22.7  10.3 18.9  -11.3  79.7 23.7  42.2 21.2
  30 155 -32.50   31.5  32.6 22.7  11.6 18.8  -11.5  80.9 23.6  42.9 21.1
  30 160 -32.50   31.4  33.6 22.6  12.5 18.7  -11.6  81.7 23.6  43.4 20.9
  30 165 -32.50   31.4  34.3 22.6  13.2 18.7  -11.6  82.2 23.6  43.7 20.9
  30 170 -32.50   31.4  34.8 22.5  13.7 18.7  -11.7  82.6 23.5  43.8 20.8
  30  80 -27.50     .5   1.0 20.7  10.6 14.7   -1.3   1.4 24.8  14.2 18.2
  30  85 -27.50    2.4   2.5 20.7  11.0 14.7   -1.4   4.7 24.8  18.7 18.2
  30  90 -27.50    5.0   3.9 19.8  11.1 14.7   -1.3   8.6 24.3  21.7 17.7
  30  95 -27.50    7.7   4.7 19.0  11.6 14.6    -.9  12.7 23.9  23.8 16.9
  30 100 -27.50   10.5   4.6 18.6  12.0 14.4    -.5  16.6 23.6  25.7 16.1
  30 105 -27.50   13.7   3.5 19.6  11.5 14.1    -.5  19.7 23.7  26.8 15.1
  30 110 -27.50   16.8   3.7 23.0   9.6 13.7   -1.3  22.9 24.0  28.0 14.0
  30 115 -27.50   19.2   6.4 24.9   6.0 13.2   -3.0  27.9 24.4  28.9 12.7
  30 120 -27.50   20.5  10.8 25.4   2.7 22.8   -5.3  35.1 24.4  31.1 11.6
  30 125 -27.50   21.1  15.9 25.2   3.1 17.8   -7.8  42.9 24.3  34.4 22.6
  30 130 -27.50   21.2  20.8 24.7   7.4 18.5  -10.0  49.6 24.1  37.7 21.9
